date,new_cases,total_cases,new_deaths,total_deaths,new_tests,total_tests,cases_per_million,deaths_per_million,tests_per_million
2019-12-31,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-01,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-02,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-03,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-04,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-05,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-06,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-07,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-08,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-09,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-10,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-11,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-12,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-13,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-14,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-15,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-16,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-17,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-18,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-19,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-20,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-21,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-22,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-23,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-24,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-25,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-26,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-27,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-28,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-29,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-30,0.0,0.0,0.0,0.0,,,0.0,0.0,
2020-01-31,3.0,3.0,0.0,0.0,,,0.04961808299940915,0.0,
2020-02-01,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-02,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-03,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-04,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-05,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-06,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-07,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-08,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-09,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-10,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-11,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-12,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-13,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-14,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-15,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-16,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-17,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-18,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-19,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-20,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-21,0.0,3.0,0.0,0.0,,,0.0,0.0,
2020-02-22,14.0,17.0,0.0,0.0,,,0.23155105399724268,0.0,
2020-02-23,62.0,79.0,2.0,2.0,,,1.025440381987789,0.0330787219996061,
2020-02-24,53.0,132.0,0.0,2.0,,,0.8765861329895616,0.0,
2020-02-25,97.0,229.0,4.0,6.0,,,1.6043180169808957,0.0661574439992122,
2020-02-26,93.0,322.0,5.0,11.0,,,1.5381605729816836,0.08269680499901524,
2020-02-27,78.0,400.0,1.0,12.0,,,1.2900701579846379,0.01653936099980305,
2020-02-28,250.0,650.0,5.0,17.0,,,4.134840249950762,0.08269680499901524,
2020-02-29,238.0,888.0,4.0,21.0,,,3.9363679179531257,0.0661574439992122,
2020-03-01,240.0,1128.0,8.0,29.0,,,3.9694466399527317,0.1323148879984244,
2020-03-02,561.0,1689.0,6.0,35.0,,,9.27858152088951,0.0992361659988183,
2020-03-03,347.0,2036.0,17.0,52.0,,,5.739158266931658,0.28116913699665186,
2020-03-04,466.0,2502.0,28.0,80.0,,,7.707342225908221,0.46310210799448537,
2020-03-05,587.0,3089.0,27.0,107.0,,,9.70860490688439,0.44656274699468235,
2020-03-06,769.0,3858.0,41.0,148.0,,,12.718768608848546,0.678113800991925,
2020-03-07,778.0,4636.0,49.0,197.0,,,12.867622857846772,0.8104286889903494,
2020-03-08,1247.0,5883.0,36.0,233.0,,,20.6245831667544,0.5954169959929098,
2020-03-09,1492.0,7375.0,133.0,366.0,,,24.67672661170615,2.1997350129738056,
2020-03-10,1797.0,9172.0,98.0,464.0,,,29.72123171664608,1.6208573779806987,
2020-03-11,977.0,10149.0,167.0,631.0,,,16.158955696807578,2.762073286967109,
2020-03-12,2313.0,12462.0,196.0,827.0,,,38.25554199254445,3.2417147559613975,
2020-03-13,2651.0,15113.0,189.0,1016.0,,,43.845846010477885,3.125939228962776,
2020-03-14,2547.0,17660.0,252.0,1268.0,,,42.12575246649837,4.167918971950368,
2020-03-15,3497.0,21157.0,173.0,1441.0,,,57.838145416311264,2.8613094529659273,
2020-03-16,2823.0,23980.0,370.0,1811.0,,,46.69061610244401,6.119563569927128,
2020-03-17,4000.0,27980.0,347.0,2158.0,,,66.15744399921219,5.739158266931658,
2020-03-18,3526.0,31506.0,347.0,2505.0,,,58.31778688530555,5.739158266931658,
2020-03-19,4207.0,35713.0,473.0,2978.0,,,69.58109172617142,7.8231177529068425,
2020-03-20,5322.0,41035.0,429.0,3407.0,,,88.02247924095182,7.095385868915508,
2020-03-21,5986.0,47021.0,625.0,4032.0,,,99.00461494482106,10.337100624876905,
2020-03-22,6557.0,53578.0,795.0,4827.0,,,108.4485900757086,13.148791994843425,
2020-03-23,5560.0,59138.0,649.0,5476.0,,,91.95884715890496,10.73404528887218,
2020-03-24,4789.0,63927.0,601.0,6077.0,,,79.20699982805681,9.940155960881633,
2020-03-25,5249.0,69176.0,743.0,6820.0,,,86.81510588796621,12.288745222853665,
2020-03-26,5210.0,74386.0,685.0,7505.0,,,86.17007080897389,11.32946228486509,
2020-03-27,6153.0,80539.0,660.0,8165.0,,,101.76668823178817,10.915978259870013,
2020-03-28,5959.0,86498.0,971.0,9136.0,,,98.55805219782637,16.05971953080876,
2020-03-29,5974.0,92472.0,887.0,10023.0,,,98.80614261282342,14.670413206825305,
2020-03-30,5217.0,97689.0,758.0,10781.0,,,86.28584633597251,12.53683563785071,
2020-03-31,4050.0,101739.0,810.0,11591.0,,,66.98441204920235,13.39688240984047,
2020-04-01,4053.0,105792.0,839.0,12430.0,,,67.03403013220176,13.876523878834758,
2020-04-02,4782.0,110574.0,727.0,13157.0,,,79.09122430105818,12.024115446856817,
2020-04-03,4668.0,115242.0,760.0,13917.0,,,77.20573714708064,12.569914359850317,
2020-04-04,4585.0,119827.0,764.0,14681.0,,,75.83297018409698,12.63607180384953,
2020-04-05,4805.0,124632.0,681.0,15362.0,,,79.47162960405365,11.263304840865876,
2020-04-06,4316.0,128948.0,527.0,15889.0,,,71.38388207514996,8.716243246896207,
2020-04-07,3599.0,132547.0,636.0,16525.0,,,59.52516023829117,10.51903359587474,
2020-04-08,3039.0,135586.0,604.0,17129.0,,,50.26311807840147,9.989774043881042,
